"","type","date","country","total_cases"
"1356","death",2020-03-26,"Japan",2
"1357","death",2020-03-26,"Spain",718
"1358","death",2020-03-26,"US",413
"1359","recovered",2020-03-26,"Australia",53
"1360","recovered",2020-03-26,"Belgium",128
"1361","recovered",2020-03-26,"China",408
"1362","recovered",2020-03-26,"Italy",999
"1363","recovered",2020-03-26,"Japan",49
"1364","recovered",2020-03-26,"Spain",1648
"1365","recovered",2020-03-26,"US",320
"1366","confirmed",2020-03-27,"Australia",333
"1367","confirmed",2020-03-27,"Belgium",1049
"1368","confirmed",2020-03-27,"China",115
"1369","confirmed",2020-03-27,"Italy",5909
"1370","confirmed",2020-03-27,"Japan",114
"1371","confirmed",2020-03-27,"Spain",7933
"1372","confirmed",2020-03-27,"US",18185
"1373","death",2020-03-27,"Australia",0
"1374","death",2020-03-27,"Belgium",69
"1375","death",2020-03-27,"China",5
"1376","death",2020-03-27,"Italy",919
"1377","death",2020-03-27,"Japan",6
"1378","death",2020-03-27,"Spain",773
"1379","death",2020-03-27,"US",554
"1380","recovered",2020-03-27,"Australia",22
"1381","recovered",2020-03-27,"Belgium",183
"1382","recovered",2020-03-27,"China",539
"1383","recovered",2020-03-27,"Italy",589
"1384","recovered",2020-03-27,"Japan",13
"1385","recovered",2020-03-27,"Spain",2342
"1386","recovered",2020-03-27,"US",188
"1387","confirmed",2020-03-28,"Australia",497
"1388","confirmed",2020-03-28,"Belgium",1850
"1389","confirmed",2020-03-28,"China",102
"1390","confirmed",2020-03-28,"Italy",5974
"1391","confirmed",2020-03-28,"Japan",198
"1392","confirmed",2020-03-28,"Spain",7516
"1393","confirmed",2020-03-28,"US",19793
"1394","death",2020-03-28,"Australia",1
"1395","death",2020-03-28,"Belgium",64
"1396","death",2020-03-28,"China",3
"1397","death",2020-03-28,"Italy",889
"1398","death",2020-03-28,"Japan",3
"1399","death",2020-03-28,"Spain",844
"1400","death",2020-03-28,"US",634
"1401","recovered",2020-03-28,"Australia",50
"1402","recovered",2020-03-28,"Belgium",205
"1403","recovered",2020-03-28,"China",380
"1404","recovered",2020-03-28,"Italy",1434
"1405","recovered",2020-03-28,"Japan",32
"1406","recovered",2020-03-28,"Spain",2928
"1407","recovered",2020-03-28,"US",203
"1408","confirmed",2020-03-29,"Australia",344
"1409","confirmed",2020-03-29,"Belgium",1702
"1410","confirmed",2020-03-29,"China",123
"1411","confirmed",2020-03-29,"Italy",5217
"1412","confirmed",2020-03-29,"Japan",179
"1413","confirmed",2020-03-29,"Spain",6875
"1414","confirmed",2020-03-29,"US",19136
"1415","death",2020-03-29,"Australia",2
"1416","death",2020-03-29,"Belgium",78
"1417","death",2020-03-29,"China",5
"1418","death",2020-03-29,"Italy",756
"1419","death",2020-03-29,"Japan",7
"1420","death",2020-03-29,"Spain",821
"1421","death",2020-03-29,"US",627
"1422","recovered",2020-03-29,"Australia",0
"1423","recovered",2020-03-29,"Belgium",296
"1424","recovered",2020-03-29,"China",482
"1425","recovered",2020-03-29,"Italy",646
"1426","recovered",2020-03-29,"Japan",20
"1427","recovered",2020-03-29,"Spain",2424
"1428","recovered",2020-03-29,"US",1593
"1429","confirmed",2020-03-30,"Australia",377
"1430","confirmed",2020-03-30,"Belgium",1063
"1431","confirmed",2020-03-30,"China",76
"1432","confirmed",2020-03-30,"Italy",4050
"1433","confirmed",2020-03-30,"Japan",94
"1434","confirmed",2020-03-30,"Spain",7846
"1435","confirmed",2020-03-30,"US",21502
"1436","death",2020-03-30,"Australia",1
"1437","death",2020-03-30,"Belgium",82
"1438","death",2020-03-30,"China",4
"1439","death",2020-03-30,"Italy",812
"1440","death",2020-03-30,"Japan",2
"1441","death",2020-03-30,"Spain",913
"1442","death",2020-03-30,"US",820
"1443","recovered",2020-03-30,"Australia",13
"1444","recovered",2020-03-30,"Belgium",168
"1445","recovered",2020-03-30,"China",341
"1446","recovered",2020-03-30,"Italy",1590
"1447","recovered",2020-03-30,"Japan",0
"1448","recovered",2020-03-30,"Spain",2071
"1449","recovered",2020-03-30,"US",2979
"1450","confirmed",2020-03-31,"Australia",198
"1451","confirmed",2020-03-31,"Belgium",876
"1452","confirmed",2020-03-31,"China",81
"1453","confirmed",2020-03-31,"Italy",4053
"1454","confirmed",2020-03-31,"Japan",254
"1455","confirmed",2020-03-31,"Spain",7967
"1456","confirmed",2020-03-31,"US",26017
"1457","death",2020-03-31,"Australia",1
"1458","death",2020-03-31,"Belgium",192
"1459","death",2020-03-31,"China",1
"1460","death",2020-03-31,"Italy",837
"1461","death",2020-03-31,"Japan",2
"1462","death",2020-03-31,"Spain",748
"1463","death",2020-03-31,"US",1224
"1464","recovered",2020-03-31,"Australia",101
"1465","recovered",2020-03-31,"Belgium",169
"1466","recovered",2020-03-31,"China",283
"1467","recovered",2020-03-31,"Italy",1109
"1468","recovered",2020-03-31,"Japan",0
"1469","recovered",2020-03-31,"Spain",2479
"1470","recovered",2020-03-31,"US",1380
"1471","confirmed",2020-04-01,"Australia",303
"1472","confirmed",2020-04-01,"Belgium",1189
"1473","confirmed",2020-04-01,"China",82
"1474","confirmed",2020-04-01,"Italy",4782
"1475","confirmed",2020-04-01,"Japan",280
"1476","confirmed",2020-04-01,"Spain",8195
"1477","confirmed",2020-04-01,"US",25481
"1478","death",2020-04-01,"Australia",2
"1479","death",2020-04-01,"Belgium",123
"1480","death",2020-04-01,"China",7
"1481","death",2020-04-01,"Italy",727
"1482","death",2020-04-01,"Japan",5
"1483","death",2020-04-01,"Spain",923
"1484","death",2020-04-01,"US",1241
"1485","recovered",2020-04-01,"Australia",64
"1486","recovered",2020-04-01,"Belgium",436
"1487","recovered",2020-04-01,"China",199
"1488","recovered",2020-04-01,"Italy",1118
"1489","recovered",2020-04-01,"Japan",48
"1490","recovered",2020-04-01,"Spain",3388
"1491","recovered",2020-04-01,"US",1450
"1492","confirmed",2020-04-02,"Australia",254
"1493","confirmed",2020-04-02,"Belgium",1384
"1494","confirmed",2020-04-02,"China",71
"1495","confirmed",2020-04-02,"Italy",4668
"1496","confirmed",2020-04-02,"Japan",283
"1497","confirmed",2020-04-02,"Spain",7947
"1498","confirmed",2020-04-02,"US",30405
"1499","death",2020-04-02,"Australia",4
"1500","death",2020-04-02,"Belgium",183
"1501","death",2020-04-02,"China",6
"1502","death",2020-04-02,"Italy",760
"1503","death",2020-04-02,"Japan",3
"1504","death",2020-04-02,"Spain",961
"1505","death",2020-04-02,"US",1586
"1506","recovered",2020-04-02,"Australia",98
"1507","recovered",2020-04-02,"Belgium",363
"1508","recovered",2020-04-02,"China",160
"1509","recovered",2020-04-02,"Italy",1431
"1510","recovered",2020-04-02,"Japan",0
"1511","recovered",2020-04-02,"Spain",4096
"1512","recovered",2020-04-02,"US",527
"1513","confirmed",2020-04-03,"Australia",214
"1514","confirmed",2020-04-03,"Belgium",1422
"1515","confirmed",2020-04-03,"China",79
"1516","confirmed",2020-04-03,"Italy",4585
"1517","confirmed",2020-04-03,"Japan",336
"1518","confirmed",2020-04-03,"Spain",7134
"1519","confirmed",2020-04-03,"US",31937
"1520","death",2020-04-03,"Australia",4
"1521","death",2020-04-03,"Belgium",132
"1522","death",2020-04-03,"China",4
"1523","death",2020-04-03,"Italy",766
"1524","death",2020-04-03,"Japan",6
"1525","death",2020-04-03,"Spain",850
"1526","death",2020-04-03,"US",1315
"1527","recovered",2020-04-03,"Australia",129
"1528","recovered",2020-04-03,"Belgium",377
"1529","recovered",2020-04-03,"China",195
"1530","recovered",2020-04-03,"Italy",1480
"1531","recovered",2020-04-03,"Japan",42
"1532","recovered",2020-04-03,"Spain",3770
"1533","recovered",2020-04-03,"US",706
"1534","confirmed",2020-04-04,"Australia",220
"1535","confirmed",2020-04-04,"Belgium",1661
"1536","confirmed",2020-04-04,"China",32
"1537","confirmed",2020-04-04,"Italy",4805
"1538","confirmed",2020-04-04,"Japan",371
"1539","confirmed",2020-04-04,"Spain",6969
"1540","confirmed",2020-04-04,"US",33152
"1541","death",2020-04-04,"Australia",2
"1542","death",2020-04-04,"Belgium",140
"1543","death",2020-04-04,"China",4
"1544","death",2020-04-04,"Italy",681
"1545","death",2020-04-04,"Japan",6
"1546","death",2020-04-04,"Spain",749
"1547","death",2020-04-04,"US",1284
"1548","recovered",2020-04-04,"Australia",52
"1549","recovered",2020-04-04,"Belgium",375
"1550","recovered",2020-04-04,"China",186
"1551","recovered",2020-04-04,"Italy",1238
"1552","recovered",2020-04-04,"Japan",0
"1553","recovered",2020-04-04,"Spain",3706
"1554","recovered",2020-04-04,"US",4945
"1555","confirmed",2020-04-05,"Australia",137
"1556","confirmed",2020-04-05,"Belgium",1260
"1557","confirmed",2020-04-05,"China",59
"1558","confirmed",2020-04-05,"Italy",4316
"1559","confirmed",2020-04-05,"Japan",351
"1560","confirmed",2020-04-05,"Spain",5478
"1561","confirmed",2020-04-05,"US",27874
"1562","death",2020-04-05,"Australia",5
"1563","death",2020-04-05,"Belgium",164
"1564","death",2020-04-05,"China",3
"1565","death",2020-04-05,"Italy",525
"1566","death",2020-04-05,"Japan",6
"1567","death",2020-04-05,"Spain",694
"1568","death",2020-04-05,"US",1439
"1569","recovered",2020-04-05,"Australia",56
"1570","recovered",2020-04-05,"Belgium",504
"1571","recovered",2020-04-05,"China",261
"1572","recovered",2020-04-05,"Italy",819
"1573","recovered",2020-04-05,"Japan",0
"1574","recovered",2020-04-05,"Spain",3861
"1575","recovered",2020-04-05,"US",2796
"1576","confirmed",2020-04-06,"Australia",110
"1577","confirmed",2020-04-06,"Belgium",1123
"1578","confirmed",2020-04-06,"China",63
"1579","confirmed",2020-04-06,"Italy",3599
"1580","confirmed",2020-04-06,"Japan",234
"1581","confirmed",2020-04-06,"Spain",5029
"1582","confirmed",2020-04-06,"US",29642
"1583","death",2020-04-06,"Australia",5
"1584","death",2020-04-06,"Belgium",185
"1585","death",2020-04-06,"China",2
"1586","death",2020-04-06,"Italy",636
"1587","death",2020-04-06,"Japan",3
"1588","death",2020-04-06,"Spain",700
"1589","death",2020-04-06,"US",1668
"1590","recovered",2020-04-06,"Australia",323
"1591","recovered",2020-04-06,"Belgium",235
"1592","recovered",2020-04-06,"China",103
"1593","recovered",2020-04-06,"Italy",1022
"1594","recovered",2020-04-06,"Japan",61
"1595","recovered",2020-04-06,"Spain",2357
"1596","recovered",2020-04-06,"US",2133
"1597","confirmed",2020-04-07,"Australia",98
"1598","confirmed",2020-04-07,"Belgium",1380
"1599","confirmed",2020-04-07,"China",53
"1600","confirmed",2020-04-07,"Italy",3039
"1601","confirmed",2020-04-07,"Japan",375
"1602","confirmed",2020-04-07,"Spain",5267
"1603","confirmed",2020-04-07,"US",30777
"1604","death",2020-04-07,"Australia",5
"1605","death",2020-04-07,"Belgium",403
"1606","death",2020-04-07,"China",0
"1607","death",2020-04-07,"Italy",604
"1608","death",2020-04-07,"Japan",2
"1609","death",2020-04-07,"Spain",704
"1610","death",2020-04-07,"US",2309
"1611","recovered",2020-04-07,"Australia",0
"1612","recovered",2020-04-07,"Belgium",171
"1613","recovered",2020-04-07,"China",100
"1614","recovered",2020-04-07,"Italy",1555
"1615","recovered",2020-04-07,"Japan",17
"1616","recovered",2020-04-07,"Spain",2771
"1617","recovered",2020-04-07,"US",2182
"1618","confirmed",2020-04-08,"Australia",115
"1619","confirmed",2020-04-08,"Belgium",1209
"1620","confirmed",2020-04-08,"China",91
"1621","confirmed",2020-04-08,"Italy",3836
"1622","confirmed",2020-04-08,"Japan",535
"1623","confirmed",2020-04-08,"Spain",6278
"1624","confirmed",2020-04-08,"US",31694
"1625","death",2020-04-08,"Australia",5
"1626","death",2020-04-08,"Belgium",205
"1627","death",2020-04-08,"China",2
"1628","death",2020-04-08,"Italy",542
"1629","death",2020-04-08,"Japan",7
"1630","death",2020-04-08,"Spain",747
"1631","death",2020-04-08,"US",2116
"1632","recovered",2020-04-08,"Australia",0
"1633","recovered",2020-04-08,"Belgium",524
"1634","recovered",2020-04-08,"China",157
"1635","recovered",2020-04-08,"Italy",2099
"1636","recovered",2020-04-08,"Japan",30
"1637","recovered",2020-04-08,"Spain",4813
"1638","recovered",2020-04-08,"US",1796
"1639","confirmed",2020-04-09,"Australia",98
"1640","confirmed",2020-04-09,"Belgium",1580
"1641","confirmed",2020-04-09,"China",74
"1642","confirmed",2020-04-09,"Italy",4204
"1643","confirmed",2020-04-09,"Japan",594
"1644","confirmed",2020-04-09,"Spain",5002
"1645","confirmed",2020-04-09,"US",34756
"1646","death",2020-04-09,"Australia",1
"1647","death",2020-04-09,"Belgium",283
"1648","death",2020-04-09,"China",2
"1649","death",2020-04-09,"Italy",610
"1650","death",2020-04-09,"Japan",8
"1651","death",2020-04-09,"Spain",655
"1652","death",2020-04-09,"US",2075
"1653","recovered",2020-04-09,"Australia",392
"1654","recovered",2020-04-09,"Belgium",483
"1655","recovered",2020-04-09,"China",112
"1656","recovered",2020-04-09,"Italy",1979
"1657","recovered",2020-04-09,"Japan",10
"1658","recovered",2020-04-09,"Spain",4144
"1659","recovered",2020-04-09,"US",1851
"1660","confirmed",2020-04-10,"Australia",107
"1661","confirmed",2020-04-10,"Belgium",1684
"1662","confirmed",2020-04-10,"China",58
"1663","confirmed",2020-04-10,"Italy",3951
"1664","confirmed",2020-04-10,"Japan",636
"1665","confirmed",2020-04-10,"Spain",5051
"1666","confirmed",2020-04-10,"US",33501
"1667","death",2020-04-10,"Australia",3
"1668","death",2020-04-10,"Belgium",496
"1669","death",2020-04-10,"China",1
"1670","death",2020-04-10,"Italy",570
"1671","death",2020-04-10,"Japan",12
"1672","death",2020-04-10,"Spain",634
"1673","death",2020-04-10,"US",2093
"1674","recovered",2020-04-10,"Australia",321
"1675","recovered",2020-04-10,"Belgium",404
"1676","recovered",2020-04-10,"China",112
"1677","recovered",2020-04-10,"Italy",1985
"1678","recovered",2020-04-10,"Japan",53
"1679","recovered",2020-04-10,"Spain",3503
"1680","recovered",2020-04-10,"US",3380
"1681","confirmed",2020-04-11,"Australia",88
"1682","confirmed",2020-04-11,"Belgium",1351
"1683","confirmed",2020-04-11,"China",73
"1684","confirmed",2020-04-11,"Italy",4694
"1685","confirmed",2020-04-11,"Japan",701
"1686","confirmed",2020-04-11,"Spain",4754
"1687","confirmed",2020-04-11,"US",30026
"1688","death",2020-04-11,"Australia",3
"1689","death",2020-04-11,"Belgium",327
"1690","death",2020-04-11,"China",3
"1691","death",2020-04-11,"Italy",619
"1692","death",2020-04-11,"Japan",13
"1693","death",2020-04-11,"Spain",525
"1694","death",2020-04-11,"US",2046
"1695","recovered",2020-04-11,"Australia",13
"1696","recovered",2020-04-11,"Belgium",418
"1697","recovered",2020-04-11,"China",86
"1698","recovered",2020-04-11,"Italy",2079
"1699","recovered",2020-04-11,"Japan",77
"1700","recovered",2020-04-11,"Spain",3441
"1701","recovered",2020-04-11,"US",2480
"1702","confirmed",2020-04-12,"Australia",12
"1703","confirmed",2020-04-12,"Belgium",1629
"1704","confirmed",2020-04-12,"China",120
"1705","confirmed",2020-04-12,"Italy",4092
"1706","confirmed",2020-04-12,"Japan",522
"1707","confirmed",2020-04-12,"Spain",3804
"1708","confirmed",2020-04-12,"US",28553
"1709","death",2020-04-12,"Australia",3
"1710","death",2020-04-12,"Belgium",254
"1711","death",2020-04-12,"China",0
"1712","death",2020-04-12,"Italy",431
"1713","death",2020-04-12,"Japan",9
"1714","death",2020-04-12,"Spain",603
"1715","death",2020-04-12,"US",1771
"1716","recovered",2020-04-12,"Australia",0
"1717","recovered",2020-04-12,"Belgium",477
"1718","recovered",2020-04-12,"China",79
"1719","recovered",2020-04-12,"Italy",1677
"1720","recovered",2020-04-12,"Japan",0
"1721","recovered",2020-04-12,"Spain",3282
"1722","recovered",2020-04-12,"US",1718
"1723","confirmed",2020-04-13,"Australia",36
"1724","confirmed",2020-04-13,"Belgium",942
"1725","confirmed",2020-04-13,"China",79
"1726","confirmed",2020-04-13,"Italy",3153
"1727","confirmed",2020-04-13,"Japan",300
"1728","confirmed",2020-04-13,"Spain",3268
"1729","confirmed",2020-04-13,"US",25291
"1730","death",2020-04-13,"Australia",1
"1731","death",2020-04-13,"Belgium",303
"1732","death",2020-04-13,"China",2
"1733","death",2020-04-13,"Italy",566
"1734","death",2020-04-13,"Japan",9
"1735","death",2020-04-13,"Spain",547
"1736","death",2020-04-13,"US",1828
"1737","recovered",2020-04-13,"Australia",0
"1738","recovered",2020-04-13,"Belgium",244
"1739","recovered",2020-04-13,"China",83
"1740","recovered",2020-04-13,"Italy",1224
"1741","recovered",2020-04-13,"Japan",22
"1742","recovered",2020-04-13,"Spain",2336
"1743","recovered",2020-04-13,"US",10494
"1744","confirmed",2020-04-14,"Australia",64
"1745","confirmed",2020-04-14,"Belgium",530
"1746","confirmed",2020-04-14,"China",93
"1747","confirmed",2020-04-14,"Italy",2972
"1748","confirmed",2020-04-14,"Japan",504
"1749","confirmed",2020-04-14,"Spain",2442
"1750","confirmed",2020-04-14,"US",27065
"1751","death",2020-04-14,"Australia",1
"1752","death",2020-04-14,"Belgium",254
"1753","death",2020-04-14,"China",0
"1754","death",2020-04-14,"Italy",602
"1755","death",2020-04-14,"Japan",14
"1756","death",2020-04-14,"Spain",300
"1757","death",2020-04-14,"US",2404
"1758","recovered",2020-04-14,"Australia",380
"1759","recovered",2020-04-14,"Belgium",161
"1760","recovered",2020-04-14,"China",161
"1761","recovered",2020-04-14,"Italy",1695
"1762","recovered",2020-04-14,"Japan",15
"1763","recovered",2020-04-14,"Spain",2777
"1764","recovered",2020-04-14,"US",4281
"1765","confirmed",2020-04-15,"Australia",25
"1766","confirmed",2020-04-15,"Belgium",2454
"1767","confirmed",2020-04-15,"China",50
"1768","confirmed",2020-04-15,"Italy",2667
"1769","confirmed",2020-04-15,"Japan",558
"1770","confirmed",2020-04-15,"Spain",5103
"1771","confirmed",2020-04-15,"US",29096
"1772","death",2020-04-15,"Australia",1
"1773","death",2020-04-15,"Belgium",283
"1774","death",2020-04-15,"China",1
"1775","death",2020-04-15,"Italy",578
"1776","death",2020-04-15,"Japan",16
"1777","death",2020-04-15,"Spain",652
"1778","death",2020-04-15,"US",2549
"1779","recovered",2020-04-15,"Australia",0
"1780","recovered",2020-04-15,"Belgium",239
"1781","recovered",2020-04-15,"China",111
"1782","recovered",2020-04-15,"Italy",962
"1783","recovered",2020-04-15,"Japan",54
"1784","recovered",2020-04-15,"Spain",3349
"1785","recovered",2020-04-15,"US",4333
"1786","confirmed",2020-04-16,"Australia",22
"1787","confirmed",2020-04-16,"Belgium",1236
"1788","confirmed",2020-04-16,"China",47
"1789","confirmed",2020-04-16,"Italy",3786
"1790","confirmed",2020-04-16,"Japan",563
"1791","confirmed",2020-04-16,"Spain",7304
"1792","confirmed",2020-04-16,"US",31298
"1793","death",2020-04-16,"Australia",0
"1794","death",2020-04-16,"Belgium",417
"1795","death",2020-04-16,"China",0
"1796","death",2020-04-16,"Italy",525
"1797","death",2020-04-16,"Japan",18
"1798","death",2020-04-16,"Spain",607
"1799","death",2020-04-16,"US",2113
"1800","recovered",2020-04-16,"Australia",169
"1801","recovered",2020-04-16,"Belgium",455
"1802","recovered",2020-04-16,"China",90
"1803","recovered",2020-04-16,"Italy",2072
"1804","recovered",2020-04-16,"Japan",48
"1805","recovered",2020-04-16,"Spain",3944
"1806","recovered",2020-04-16,"US",2607
"1807","confirmed",2020-04-17,"Australia",60
"1808","confirmed",2020-04-17,"Belgium",1329
"1809","confirmed",2020-04-17,"China",357
"1810","confirmed",2020-04-17,"Italy",3493
"1811","confirmed",2020-04-17,"Japan",560
"1812","confirmed",2020-04-17,"Spain",5891
"1813","confirmed",2020-04-17,"US",32724
"1814","death",2020-04-17,"Australia",3
"1815","death",2020-04-17,"Belgium",306
"1816","death",2020-04-17,"China",1290
"1817","death",2020-04-17,"Italy",575
"1818","death",2020-04-17,"Japan",13
"1819","death",2020-04-17,"Spain",687
"1820","death",2020-04-17,"US",2614
"1821","recovered",2020-04-17,"Australia",1453
"1822","recovered",2020-04-17,"Belgium",399
"1823","recovered",2020-04-17,"China",-849
"1824","recovered",2020-04-17,"Italy",2563
"1825","recovered",2020-04-17,"Japan",34
"1826","recovered",2020-04-17,"Spain",0
"1827","recovered",2020-04-17,"US",3842
"1828","confirmed",2020-04-18,"Australia",46
"1829","confirmed",2020-04-18,"Belgium",1045
"1830","confirmed",2020-04-18,"China",27
"1831","confirmed",2020-04-18,"Italy",3491
"1832","confirmed",2020-04-18,"Japan",590
"1833","confirmed",2020-04-18,"Spain",887
"1834","confirmed",2020-04-18,"US",28341
"1835","death",2020-04-18,"Australia",1
"1836","death",2020-04-18,"Belgium",290
"1837","death",2020-04-18,"China",0
"1838","death",2020-04-18,"Italy",482
"1839","death",2020-04-18,"Japan",19
"1840","death",2020-04-18,"Spain",41
"1841","death",2020-04-18,"US",2386
"1842","recovered",2020-04-18,"Australia",316
"1843","recovered",2020-04-18,"Belgium",387
"1844","recovered",2020-04-18,"China",62
"1845","recovered",2020-04-18,"Italy",2200
"1846","recovered",2020-04-18,"Japan",134
"1847","recovered",2020-04-18,"Spain",0
"1848","recovered",2020-04-18,"US",6295
"1849","confirmed",2020-04-19,"Australia",42
"1850","confirmed",2020-04-19,"Belgium",1313
"1851","confirmed",2020-04-19,"China",18
"1852","confirmed",2020-04-19,"Italy",3047
"1853","confirmed",2020-04-19,"Japan",366
"1854","confirmed",2020-04-19,"Spain",6948
"1855","confirmed",2020-04-19,"US",26038
"1856","death",2020-04-19,"Australia",0
"1857","death",2020-04-19,"Belgium",230
"1858","death",2020-04-19,"China",0
"1859","death",2020-04-19,"Italy",433
"1860","death",2020-04-19,"Japan",19
"1861","death",2020-04-19,"Spain",410
"1862","death",2020-04-19,"US",1229
"1863","recovered",2020-04-19,"Australia",0
"1864","recovered",2020-04-19,"Belgium",409
"1865","recovered",2020-04-19,"China",76
"1866","recovered",2020-04-19,"Italy",2128
"1867","recovered",2020-04-19,"Japan",90
"1868","recovered",2020-04-19,"Spain",2560
"1869","recovered",2020-04-19,"US",5497
"1870","confirmed",2020-04-20,"Australia",13
"1871","confirmed",2020-04-20,"Belgium",1487
"1872","confirmed",2020-04-20,"China",12
"1873","confirmed",2020-04-20,"Italy",2256
"1874","confirmed",2020-04-20,"Japan",344
"1875","confirmed",2020-04-20,"Spain",1536
"1876","confirmed",2020-04-20,"US",27341
"1877","death",2020-04-20,"Australia",0
"1878","death",2020-04-20,"Belgium",145
"1879","death",2020-04-20,"China",0
"1880","death",2020-04-20,"Italy",454
"1881","death",2020-04-20,"Japan",20
"1882","death",2020-04-20,"Spain",399
"1883","death",2020-04-20,"US",1795
"1884","recovered",2020-04-20,"Australia",167
"1885","recovered",2020-04-20,"Belgium",138
"1886","recovered",2020-04-20,"China",55
"1887","recovered",2020-04-20,"Italy",1822
"1888","recovered",2020-04-20,"Japan",0
"1889","recovered",2020-04-20,"Spain",3230
"1890","recovered",2020-04-20,"US",1992
"1891","confirmed",2020-04-21,"Australia",22
"1892","confirmed",2020-04-21,"Belgium",973
"1893","confirmed",2020-04-21,"China",36
"1894","confirmed",2020-04-21,"Italy",2729
"1895","confirmed",2020-04-21,"Japan",383
"1896","confirmed",2020-04-21,"Spain",3968
"1897","confirmed",2020-04-21,"US",25602
"1898","death",2020-04-21,"Australia",0
"1899","death",2020-04-21,"Belgium",170
"1900","death",2020-04-21,"China",0
"1901","death",2020-04-21,"Italy",534
"1902","death",2020-04-21,"Japan",28
"1903","death",2020-04-21,"Spain",430
"1904","death",2020-04-21,"US",2457
"1905","recovered",2020-04-21,"Australia",404
"1906","recovered",2020-04-21,"Belgium",107
"1907","recovered",2020-04-21,"China",54
"1908","recovered",2020-04-21,"Italy",2723
"1909","recovered",2020-04-21,"Japan",80
"1910","recovered",2020-04-21,"Spain",1927
"1911","recovered",2020-04-21,"US",2875
"1912","confirmed",2020-04-22,"Australia",7
"1913","confirmed",2020-04-22,"Belgium",933
"1914","confirmed",2020-04-22,"China",15
"1915","confirmed",2020-04-22,"Italy",3370
"1916","confirmed",2020-04-22,"Japan",396
"1917","confirmed",2020-04-22,"Spain",4211
"1918","confirmed",2020-04-22,"US",28104
"1919","death",2020-04-22,"Australia",0
"1920","death",2020-04-22,"Belgium",264
"1921","death",2020-04-22,"China",0
"1922","death",2020-04-22,"Italy",437
"1923","death",2020-04-22,"Japan",20
"1924","death",2020-04-22,"Spain",435
"1925","death",2020-04-22,"US",2389
"1926","recovered",2020-04-22,"Australia",237
"1927","recovered",2020-04-22,"Belgium",431
"1928","recovered",2020-04-22,"China",62
"1929","recovered",2020-04-22,"Italy",2943
"1930","recovered",2020-04-22,"Japan",117
"1931","recovered",2020-04-22,"Spain",3401
"1932","recovered",2020-04-22,"US",2162
"1933","confirmed",2020-04-23,"Australia",10
"1934","confirmed",2020-04-23,"Belgium",908
"1935","confirmed",2020-04-23,"China",16
"1936","confirmed",2020-04-23,"Italy",2646
"1937","confirmed",2020-04-23,"Japan",432
"1938","confirmed",2020-04-23,"Spain",4635
"1939","confirmed",2020-04-23,"US",34195
"1940","death",2020-04-23,"Australia",8
"1941","death",2020-04-23,"Belgium",228
"1942","death",2020-04-23,"China",0
"1943","death",2020-04-23,"Italy",464
"1944","death",2020-04-23,"Japan",28
"1945","death",2020-04-23,"Spain",440
"1946","death",2020-04-23,"US",2437
"1947","recovered",2020-04-23,"Australia",115
"1948","recovered",2020-04-23,"Belgium",367
"1949","recovered",2020-04-23,"China",122
"1950","recovered",2020-04-23,"Italy",3033
"1951","recovered",2020-04-23,"Japan",138
"1952","recovered",2020-04-23,"Spain",3335
"1953","recovered",2020-04-23,"US",2837
"1954","confirmed",2020-04-24,"Australia",15
"1955","confirmed",2020-04-24,"Belgium",1496
"1956","confirmed",2020-04-24,"China",15
"1957","confirmed",2020-04-24,"Italy",3021
"1958","confirmed",2020-04-24,"Japan",385
"1959","confirmed",2020-04-24,"Spain",-10034
"1960","confirmed",2020-04-24,"US",36291
"1961","death",2020-04-24,"Australia",4
"1962","death",2020-04-24,"Belgium",189
"1963","death",2020-04-24,"China",0
"1964","death",2020-04-24,"Italy",420
"1965","death",2020-04-24,"Japan",9
"1966","death",2020-04-24,"Spain",367
"1967","death",2020-04-24,"US",2118
"1968","recovered",2020-04-24,"Australia",89
"1969","recovered",2020-04-24,"Belgium",322
"1970","recovered",2020-04-24,"China",126
"1971","recovered",2020-04-24,"Italy",2922
"1972","recovered",2020-04-24,"Japan",36
"1973","recovered",2020-04-24,"Spain",3105
"1974","recovered",2020-04-24,"US",18876
"1975","confirmed",2020-04-25,"Australia",17
"1976","confirmed",2020-04-25,"Belgium",1032
"1977","confirmed",2020-04-25,"China",10
"1978","confirmed",2020-04-25,"Italy",2357
"1979","confirmed",2020-04-25,"Japan",332
"1980","confirmed",2020-04-25,"Spain",2915
"1981","confirmed",2020-04-25,"US",32921
"1982","death",2020-04-25,"Australia",1
"1983","death",2020-04-25,"Belgium",238
"1984","death",2020-04-25,"China",0
"1985","death",2020-04-25,"Italy",415
"1986","death",2020-04-25,"Japan",19
"1987","death",2020-04-25,"Spain",378
"1988","death",2020-04-25,"US",1650
"1989","recovered",2020-04-25,"Australia",240
"1990","recovered",2020-04-25,"Belgium",295
"1991","recovered",2020-04-25,"China",66
"1992","recovered",2020-04-25,"Italy",2622
"1993","recovered",2020-04-25,"Japan",126
"1994","recovered",2020-04-25,"Spain",3353
"1995","recovered",2020-04-25,"US",1293
"1996","confirmed",2020-04-26,"Australia",20
"1997","confirmed",2020-04-26,"Belgium",809
"1998","confirmed",2020-04-26,"China",3
"1999","confirmed",2020-04-26,"Italy",2324
"2000","confirmed",2020-04-26,"Japan",219
"2001","confirmed",2020-04-26,"Spain",1729
"2002","confirmed",2020-04-26,"US",27689
